hostname,ip,os,ram_gb,department,last_update
desktop-22.johnson.com,192.168.78.78,Debian 11,64,Operaciones,2025-12-17
db-60.velez.net,172.22.1.141,Debian 11,8,Operaciones,2024-06-10
web-00.ortega.com,192.168.177.153,CentOS 7,32,IT,2023-12-20
lt-76.taylor.com,192.168.39.102,CentOS 7,32,Seguridad,2024-03-07
web-93.ramos.biz,192.168.225.102,Debian 11,16,IT,2024-02-23
web-12.brown.biz,172.25.104.23,Windows Server 2019,64,Seguridad,2024-12-31
desktop-68.fowler.com,172.27.24.34,CentOS 7,64,Operaciones,2023-06-13
lt-31.johnston.biz,172.28.30.180,Windows Server 2019,64,Finanzas,2023-07-08
db-05.lowe.com,172.28.33.30,Debian 11,4,Marketing,2023-07-19
db-49.smith.com,192.168.80.129,Debian 11,32,Seguridad,2024-07-29
email-39.welch-crane.com,10.99.137.72,Windows Server 2022,32,IT,2025-07-01
srv-75.kirk.net,10.151.4.92,CentOS 7,2,Marketing,2024-10-20
email-40.hart-porter.com,192.168.89.176,Windows Server 2022,8,RRHH,2025-09-24
lt-63.nelson.com,172.31.196.211,Windows Server 2019,2,IT,2025-09-08
srv-98.santos.org,10.172.184.89,Windows Server 2019,64,Finanzas,2025-09-30
lt-41.becker.com,10.30.58.136,Debian 11,2,RRHH,2024-02-21
srv-49.pierce-smith.info,172.29.166.56,CentOS 7,4,Marketing,2025-05-06
laptop-82.gray.com,172.21.102.75,Windows Server 2019,4,RRHH,2025-08-13
laptop-56.allen.com,192.168.69.176,Windows Server 2022,4,Seguridad,2024-12-18
lt-74.hurley-cohen.org,172.29.104.138,Debian 11,4,IT,2026-02-21
db-71.pineda.com,10.218.208.235,CentOS 7,2,Marketing,2023-10-23
db-39.collins.info,172.17.10.91,Ubuntu 22.04,32,Marketing,2023-08-09
lt-14.stewart.com,10.55.148.116,Debian 11,8,Marketing,2024-06-10
srv-12.morrison-gonzales.com,192.168.76.232,Ubuntu 22.04,64,Operaciones,2025-01-13
desktop-72.ruiz.com,192.168.80.82,Debian 11,2,Finanzas,2026-02-09
laptop-56.roth-taylor.info,10.228.203.233,Debian 11,32,Finanzas,2024-09-05
db-03.wilson.com,10.23.26.92,CentOS 7,64,Marketing,2024-12-31
srv-08.arellano.com,10.176.166.35,Ubuntu 22.04,16,IT,2026-05-13
laptop-24.mclean.net,192.168.112.0,Windows Server 2019,8,Marketing,2024-05-14
laptop-58.brown-rice.com,172.18.207.231,Debian 11,8,IT,2024-06-22
db-43.ritter.com,192.168.230.147,Ubuntu 22.04,4,RRHH,2025-09-03
srv-52.mendez.com,10.34.189.195,Windows Server 2022,2,Finanzas,2024-02-08
email-89.gomez-haynes.com,10.113.214.115,Windows Server 2019,8,Finanzas,2025-01-03
email-64.coleman.com,172.22.101.63,Windows Server 2019,16,Seguridad,2025-05-08
web-79.austin.org,10.248.171.91,Ubuntu 22.04,32,Marketing,2026-04-08
lt-68.peterson-deleon.biz,172.24.218.104,Windows Server 2022,8,Finanzas,2024-11-09
lt-80.holmes.info,192.168.123.237,Ubuntu 22.04,32,Marketing,2024-05-15
srv-18.johnson.com,192.168.113.39,Ubuntu 22.04,4,Finanzas,2023-12-16
email-48.farrell-ward.com,172.23.44.189,CentOS 7,4,RRHH,2026-02-20
lt-50.wilson.org,10.131.200.185,Ubuntu 22.04,2,IT,2024-06-16
web-51.richardson.com,172.23.39.32,Ubuntu 22.04,16,RRHH,2024-11-24
desktop-13.miller.info,192.168.119.181,Debian 11,64,Finanzas,2025-11-05
email-88.fernandez-cardenas.info,10.182.147.205,Debian 11,2,Marketing,2024-07-28
srv-56.aguilar.net,192.168.76.96,Windows Server 2022,32,IT,2024-05-26
lt-52.austin.com,10.87.34.92,Debian 11,4,Finanzas,2024-01-13
web-44.johnson.net,192.168.10.220,Windows Server 2022,64,RRHH,2024-07-09
email-67.bryant-wilson.com,192.168.116.170,Windows Server 2019,8,RRHH,2024-02-13
web-62.pratt.com,172.23.164.192,Debian 11,2,RRHH,2024-02-13
srv-90.palmer-serrano.com,172.24.48.78,Windows Server 2022,64,Finanzas,2024-05-17
web-11.vargas-bell.org,10.53.65.35,Debian 11,16,IT,2025-07-22
db-95.williams.net,172.24.36.84,Windows Server 2022,8,Finanzas,2025-01-22
web-88.bell-hart.info,10.193.38.198,Ubuntu 22.04,8,Finanzas,2026-02-11
laptop-38.jennings-arnold.com,172.20.50.139,Windows Server 2022,32,RRHH,2024-10-20
desktop-66.ramirez-allen.org,192.168.167.241,Ubuntu 22.04,4,Finanzas,2024-10-14
email-42.crosby-miller.net,172.25.96.51,Ubuntu 22.04,32,Seguridad,2026-01-11
desktop-53.coleman.com,172.22.136.226,Debian 11,64,Finanzas,2024-02-05
web-19.hernandez-dixon.com,172.18.153.236,CentOS 7,8,Operaciones,2023-11-24
email-75.wilson.com,10.197.161.89,Ubuntu 22.04,8,Marketing,2023-09-10
lt-37.price.com,10.141.121.103,Windows Server 2022,8,IT,2023-08-16
desktop-08.gonzalez.com,10.64.5.45,Debian 11,16,IT,2025-05-16
srv-93.ryan-navarro.biz,192.168.165.43,Ubuntu 22.04,8,IT,2026-03-12
srv-21.alexander.com,172.26.226.130,Windows Server 2022,16,Operaciones,2024-07-07
lt-85.thompson.com,10.217.114.116,Windows Server 2019,32,Operaciones,2026-03-19
srv-12.fox-ellis.com,10.84.160.138,Windows Server 2022,32,Seguridad,2025-12-23
lt-97.mcclain.com,172.23.196.188,Ubuntu 22.04,2,IT,2025-06-15
web-84.boyer-cruz.com,172.30.35.134,Windows Server 2019,2,Marketing,2024-06-02
laptop-33.white.net,10.198.149.177,Windows Server 2019,4,IT,2025-12-21
web-42.harmon.biz,192.168.49.131,Debian 11,8,Seguridad,2025-04-27
desktop-66.bartlett.org,192.168.255.66,CentOS 7,4,Seguridad,2023-08-23
lt-95.medina.com,172.27.54.122,Ubuntu 22.04,4,Finanzas,2024-04-22
laptop-46.hill-escobar.com,10.138.103.11,Windows Server 2022,32,IT,2023-07-22
email-04.hernandez.org,10.114.17.37,Debian 11,16,Marketing,2023-08-13
laptop-05.reed-garcia.com,192.168.162.92,CentOS 7,4,Finanzas,2024-12-22
lt-54.scott.com,10.116.113.185,Windows Server 2022,64,Operaciones,2024-03-19
web-49.thompson.net,10.179.77.159,Ubuntu 22.04,2,Operaciones,2023-11-16
db-35.green.com,10.89.145.207,Ubuntu 22.04,2,Operaciones,2025-10-31
email-10.flores.info,192.168.199.246,Windows Server 2019,16,Marketing,2024-05-31
laptop-30.brooks-jenkins.org,192.168.149.200,Windows Server 2019,8,Finanzas,2026-05-24
srv-82.nixon.info,10.9.170.234,Debian 11,4,RRHH,2024-07-30
email-12.king.org,172.28.91.108,Debian 11,64,IT,2023-10-29
db-72.jones.com,192.168.37.218,Windows Server 2019,16,RRHH,2023-06-16
desktop-84.miller-lawson.com,10.21.188.49,Windows Server 2022,2,Operaciones,2025-04-15
db-40.lewis-wright.biz,192.168.115.239,Debian 11,2,RRHH,2025-12-09
web-02.calderon.com,172.23.165.2,Debian 11,64,Finanzas,2025-06-13
web-22.white-wade.biz,10.33.74.154,Windows Server 2022,16,Seguridad,2026-02-12
srv-59.williams-hardy.com,172.22.17.241,Ubuntu 22.04,64,IT,2023-12-15
email-27.williams-mullen.info,10.162.96.220,Debian 11,8,Operaciones,2025-05-19
email-83.ingram-fisher.com,172.20.23.246,Windows Server 2022,2,Seguridad,2024-06-18
lt-73.fletcher.org,10.3.208.41,Windows Server 2022,64,Marketing,2024-04-19
laptop-49.martinez.com,10.16.249.214,Windows Server 2022,8,Finanzas,2026-03-15
desktop-01.thomas.com,172.28.83.188,Windows Server 2022,64,RRHH,2025-03-23
desktop-10.walters.com,192.168.42.160,Windows Server 2022,8,Seguridad,2025-12-15
email-48.fox-williams.com,172.19.110.93,Debian 11,64,RRHH,2024-09-06
email-79.kerr-wilson.com,10.4.144.54,Ubuntu 22.04,32,Seguridad,2024-12-27
laptop-89.james.org,192.168.13.3,Windows Server 2019,16,Seguridad,2025-01-22
lt-94.moore-spence.com,10.244.235.149,Windows Server 2019,4,Seguridad,2024-06-11
email-35.chavez.com,10.142.22.6,Windows Server 2019,8,Finanzas,2025-03-10
laptop-50.golden.com,192.168.162.122,Debian 11,2,RRHH,2023-12-17
web-85.barr.com,192.168.72.158,Debian 11,32,RRHH,2025-09-12
lt-96.newton.net,10.224.205.207,Windows Server 2019,64,Seguridad,2023-10-28
laptop-05.cox.biz,10.179.186.251,Ubuntu 22.04,64,Finanzas,2025-10-24
desktop-51.greer.biz,192.168.36.120,CentOS 7,16,Marketing,2023-12-06
laptop-55.chandler-thompson.biz,172.21.121.28,Windows Server 2019,2,Seguridad,2025-01-21
web-18.sanders.com,192.168.27.52,Ubuntu 22.04,32,Marketing,2023-07-02
desktop-85.burgess-miller.net,172.19.3.3,CentOS 7,16,IT,2025-09-25
srv-01.bates-gallegos.com,172.23.249.97,Debian 11,8,Finanzas,2025-12-13
srv-33.horn-nielsen.org,172.29.16.14,Windows Server 2022,32,IT,2024-06-11
db-84.mclaughlin.info,192.168.30.153,Ubuntu 22.04,16,RRHH,2023-07-10
lt-06.hardin-gomez.com,172.24.14.14,Ubuntu 22.04,64,Marketing,2025-08-14
web-61.mccoy.com,192.168.153.157,Windows Server 2019,64,IT,2025-07-06
lt-13.ortiz.com,192.168.30.24,Debian 11,2,Finanzas,2023-08-05
srv-70.ross-wood.org,192.168.36.173,CentOS 7,32,Seguridad,2023-12-19
desktop-93.horton.com,172.18.136.8,Ubuntu 22.04,8,Operaciones,2023-08-11
lt-04.smith.info,192.168.112.238,CentOS 7,2,RRHH,2025-05-15
laptop-33.campos.info,172.23.42.23,Windows Server 2019,32,Operaciones,2026-03-27
lt-66.rodriguez.org,10.146.237.106,Windows Server 2022,2,Finanzas,2024-03-19
email-07.nguyen.biz,192.168.155.177,Ubuntu 22.04,16,Marketing,2023-08-17
web-26.hernandez.info,172.22.63.82,Ubuntu 22.04,64,Finanzas,2026-03-24
laptop-73.orozco-strickland.com,192.168.71.81,Windows Server 2019,16,Finanzas,2023-06-30
laptop-56.barron.net,192.168.37.197,Ubuntu 22.04,2,Marketing,2023-07-29
web-79.hernandez.com,10.164.251.253,CentOS 7,4,IT,2024-06-27
lt-78.lambert-walker.com,172.25.51.201,Debian 11,2,Seguridad,2026-01-28
email-14.foster-wagner.org,172.23.53.132,Ubuntu 22.04,4,RRHH,2024-03-31
desktop-21.wright.com,172.31.3.234,CentOS 7,32,RRHH,2025-02-11
laptop-45.brewer.biz,172.19.227.64,Ubuntu 22.04,4,Marketing,2023-12-01
srv-06.brown.com,10.22.5.235,Windows Server 2022,16,Operaciones,2024-11-20
laptop-77.clay.com,172.31.141.190,CentOS 7,16,Marketing,2026-02-19
email-79.clark-parker.com,10.20.110.42,Windows Server 2019,64,Marketing,2024-10-14
laptop-17.reid-bryant.net,10.8.115.227,Ubuntu 22.04,16,IT,2025-10-10
web-05.andersen-austin.biz,172.23.71.165,Windows Server 2019,32,Seguridad,2026-02-04
lt-42.guerra-smith.net,10.222.118.90,Windows Server 2019,64,Marketing,2023-10-23
lt-98.crawford-lewis.com,172.28.14.143,Windows Server 2019,64,Finanzas,2024-11-02
srv-91.king-norton.com,192.168.155.217,Windows Server 2022,2,Operaciones,2025-11-28
srv-87.henry.com,192.168.50.64,Debian 11,16,IT,2025-06-28
lt-97.johnson-torres.biz,10.178.249.72,CentOS 7,64,Finanzas,2023-10-24
laptop-21.turner.com,10.103.119.187,Debian 11,16,Operaciones,2025-01-16
desktop-74.rivera.net,172.29.53.24,Debian 11,32,Operaciones,2025-02-25
web-82.williams.com,172.24.134.97,CentOS 7,16,RRHH,2025-07-31
desktop-76.jackson-blevins.com,172.16.6.253,Windows Server 2022,64,RRHH,2024-01-25
desktop-99.nelson-miller.com,10.135.126.177,Debian 11,16,Finanzas,2024-10-03
db-60.porter.info,10.164.230.30,Windows Server 2022,16,IT,2024-02-19
desktop-52.nunez.com,10.213.37.95,Windows Server 2022,4,RRHH,2025-03-26
web-45.singleton-oneal.com,10.164.247.116,Ubuntu 22.04,64,Seguridad,2025-05-15
srv-38.jones.info,10.139.138.147,CentOS 7,16,Operaciones,2025-08-17
db-81.marshall.info,172.18.222.74,Debian 11,4,Operaciones,2025-11-11
srv-22.osborne.info,10.28.63.218,CentOS 7,4,Finanzas,2023-12-22
email-05.farrell-foster.com,192.168.194.227,Debian 11,32,RRHH,2023-10-23
db-04.wu-christensen.com,192.168.89.165,CentOS 7,16,Seguridad,2025-10-30
db-50.jensen.com,172.24.164.180,Ubuntu 22.04,2,RRHH,2025-04-24
lt-33.green.com,172.21.25.35,Windows Server 2019,2,Seguridad,2025-10-18
srv-87.jackson.com,10.192.142.16,Windows Server 2022,8,RRHH,2024-08-22
lt-49.chen.com,10.213.238.213,Windows Server 2022,8,Seguridad,2024-02-20
web-18.white.com,172.19.50.135,Windows Server 2022,8,IT,2026-01-22
desktop-41.bullock-white.info,172.25.128.87,Debian 11,32,IT,2024-04-18
srv-57.cook.com,10.48.60.225,Debian 11,32,Marketing,2023-07-22
web-26.everett.org,172.21.255.28,Debian 11,32,IT,2024-01-15
desktop-38.pruitt.com,172.22.197.189,Windows Server 2019,32,Finanzas,2023-07-20
desktop-74.curry.biz,172.31.54.146,Windows Server 2019,8,IT,2025-03-09
desktop-08.park-craig.com,172.21.82.216,Ubuntu 22.04,64,Operaciones,2025-02-24
laptop-35.brown.com,192.168.32.125,CentOS 7,2,Finanzas,2025-12-14
desktop-73.tucker-ferguson.info,172.18.162.110,Windows Server 2022,32,Finanzas,2026-02-04
lt-50.anderson.com,192.168.251.113,Ubuntu 22.04,64,Seguridad,2025-08-11
laptop-07.sawyer-tucker.com,172.28.164.100,Debian 11,2,Marketing,2026-01-09
web-29.suarez.com,192.168.50.13,Windows Server 2022,16,Finanzas,2026-03-04
laptop-29.brown.org,172.24.254.121,Windows Server 2022,2,Marketing,2025-06-19
srv-85.harris.com,10.202.214.64,Debian 11,4,Seguridad,2025-01-03
lt-28.gonzalez-brown.com,10.243.163.63,Windows Server 2022,16,Marketing,2025-12-11
lt-00.sherman.org,192.168.203.218,Debian 11,4,Marketing,2024-02-12
desktop-37.hall-acosta.com,172.21.250.181,Ubuntu 22.04,16,RRHH,2025-03-19
srv-02.ashley-taylor.org,192.168.199.168,Windows Server 2022,8,IT,2024-01-04
db-00.hernandez.com,172.30.40.83,Ubuntu 22.04,8,Marketing,2024-03-20
web-94.simpson.com,172.19.229.107,CentOS 7,8,IT,2025-03-08
db-64.kidd.com,172.18.30.17,Debian 11,8,Marketing,2025-07-22
desktop-58.griffin.com,172.27.213.170,Debian 11,4,IT,2024-01-03
lt-25.wise.com,10.179.107.34,Windows Server 2022,4,Operaciones,2024-08-26
web-80.jordan.com,172.21.46.0,Windows Server 2022,64,Finanzas,2023-10-02
lt-41.fisher.com,172.18.117.240,CentOS 7,64,Finanzas,2025-05-16
desktop-98.sweeney.org,10.141.239.108,Ubuntu 22.04,4,Finanzas,2023-11-08
lt-04.simmons.com,192.168.105.168,Windows Server 2019,4,Seguridad,2023-09-02
laptop-19.stephens.info,192.168.24.202,Windows Server 2019,8,Operaciones,2026-03-31
web-00.smith.com,172.20.165.52,Windows Server 2019,16,Marketing,2024-02-25
email-05.mcdonald.info,192.168.130.48,Debian 11,2,Finanzas,2025-07-22
web-46.fletcher-calderon.com,172.31.138.102,Ubuntu 22.04,16,RRHH,2025-06-28
web-35.curry.com,192.168.94.215,Ubuntu 22.04,8,Marketing,2025-08-03
laptop-33.perez-holt.com,172.25.98.252,Windows Server 2019,8,Operaciones,2023-07-01
email-17.king.biz,192.168.164.114,Ubuntu 22.04,64,Seguridad,2026-01-17
db-89.calhoun.info,10.118.120.217,Ubuntu 22.04,64,Operaciones,2023-06-25
email-13.porter-adams.info,192.168.155.198,Windows Server 2022,64,Operaciones,2025-11-30
srv-72.gilbert.com,192.168.151.227,Windows Server 2022,8,Seguridad,2024-10-23
email-58.smith.info,172.26.143.246,Windows Server 2019,32,IT,2024-09-11
laptop-94.white.com,10.96.255.176,CentOS 7,16,Finanzas,2025-09-25
laptop-31.schroeder.org,192.168.12.148,CentOS 7,8,Marketing,2024-08-05
desktop-15.hall-gordon.com,192.168.252.16,Windows Server 2019,8,Seguridad,2025-05-18
laptop-04.moore.com,10.166.151.133,Debian 11,8,Operaciones,2025-06-24
web-40.king-wilson.info,10.179.51.90,CentOS 7,32,Seguridad,2026-04-20
desktop-74.nash.com,10.123.84.100,Windows Server 2022,16,IT,2026-04-12
lt-21.bell.biz,172.23.68.149,CentOS 7,4,RRHH,2023-12-28
srv-52.davis-santos.com,192.168.107.74,Windows Server 2019,64,IT,2025-11-21
email-21.peters.org,192.168.63.4,Ubuntu 22.04,16,RRHH,2024-05-26
lt-82.boyd-kirby.com,10.147.38.140,Windows Server 2019,2,Marketing,2025-08-13
db-24.reid.org,10.52.155.150,Windows Server 2019,8,Finanzas,2024-04-08
db-74.dorsey-myers.biz,10.113.205.190,Windows Server 2019,32,Operaciones,2025-07-06
lt-83.white.com,172.24.15.186,CentOS 7,2,Operaciones,2025-12-12
desktop-72.clark-stewart.org,172.26.173.111,CentOS 7,16,Marketing,2025-08-23
lt-40.khan-walker.com,192.168.57.112,Windows Server 2022,32,Operaciones,2024-07-31
lt-60.wright.com,172.31.111.20,Windows Server 2022,2,Marketing,2026-01-01
srv-03.curtis.com,172.29.246.169,Ubuntu 22.04,64,RRHH,2025-04-18
srv-12.petersen.com,172.29.176.152,CentOS 7,8,IT,2025-10-24
db-21.adams.com,192.168.185.172,CentOS 7,8,Seguridad,2024-07-29
email-78.taylor.com,192.168.192.167,Debian 11,2,IT,2023-05-29
email-73.rogers.com,10.220.24.13,Windows Server 2019,4,Seguridad,2025-04-13
db-16.rose-hunt.com,172.17.152.198,Debian 11,32,Operaciones,2025-08-04
srv-64.gilmore.com,10.21.168.7,Ubuntu 22.04,2,Marketing,2026-03-08
laptop-79.henry-robertson.net,10.102.80.49,Debian 11,8,IT,2025-05-02
srv-98.baker-powers.com,172.19.209.122,Debian 11,64,RRHH,2024-05-21
laptop-40.duncan.com,172.28.254.15,Ubuntu 22.04,4,Seguridad,2023-08-19
laptop-90.sharp.biz,10.160.103.131,CentOS 7,2,Marketing,2025-09-07
laptop-99.hull.com,10.37.193.84,Windows Server 2019,4,Marketing,2023-07-14
laptop-81.hernandez-gonzalez.org,10.24.253.123,Debian 11,2,Marketing,2025-08-15
web-49.vazquez.info,192.168.174.183,Windows Server 2022,2,Finanzas,2023-08-12
srv-12.arnold.com,192.168.0.108,Ubuntu 22.04,2,RRHH,2025-05-17
laptop-21.chandler.biz,172.20.227.76,CentOS 7,2,RRHH,2024-07-17
email-94.schwartz.biz,172.31.146.162,Windows Server 2019,32,Seguridad,2024-04-06
email-69.lee.biz,10.14.170.212,Debian 11,8,Operaciones,2025-10-26
lt-78.bryant-hughes.com,172.16.203.46,Debian 11,4,Finanzas,2025-08-01
email-62.santos.info,10.81.229.196,Ubuntu 22.04,8,IT,2024-04-21
email-13.smith-lopez.com,172.28.65.119,CentOS 7,16,Marketing,2024-05-14
email-13.long-price.biz,192.168.164.27,CentOS 7,32,RRHH,2024-11-24
laptop-40.matthews.org,192.168.228.187,Ubuntu 22.04,4,Marketing,2024-05-25
db-74.martin.com,192.168.63.235,Windows Server 2019,8,RRHH,2025-09-20
lt-22.rivas-riddle.biz,10.188.215.124,Windows Server 2019,32,Finanzas,2023-08-09
web-71.mann.info,10.45.35.233,CentOS 7,2,Seguridad,2024-11-22
desktop-73.wade.biz,192.168.215.226,Debian 11,16,Marketing,2023-08-07
web-47.fox.info,192.168.34.10,Windows Server 2022,16,Finanzas,2025-08-14
srv-26.simmons.com,192.168.48.72,Windows Server 2022,64,Finanzas,2023-05-30
db-82.perez.biz,10.55.129.225,CentOS 7,32,Seguridad,2025-07-23
web-99.small-garcia.com,192.168.124.113,Ubuntu 22.04,8,Marketing,2025-12-29
srv-55.edwards.com,172.26.158.129,Ubuntu 22.04,16,Seguridad,2023-11-25
db-84.spencer.com,10.213.130.83,Ubuntu 22.04,16,Seguridad,2023-07-11
laptop-05.vasquez.org,172.16.189.22,CentOS 7,8,Finanzas,2026-03-26
db-83.jimenez.info,10.208.36.5,Ubuntu 22.04,32,Seguridad,2025-03-10
email-49.copeland.com,192.168.251.235,Debian 11,2,RRHH,2025-12-13
srv-92.miller.biz,172.20.89.147,Windows Server 2019,8,IT,2025-04-03
db-34.mason.com,10.29.194.27,Windows Server 2022,32,Finanzas,2024-03-11
desktop-42.brown-gutierrez.com,172.21.43.29,Ubuntu 22.04,4,IT,2024-01-12
email-94.medina.com,10.45.2.139,Ubuntu 22.04,8,Operaciones,2025-10-27
laptop-88.patton-medina.net,10.177.11.212,CentOS 7,2,RRHH,2024-03-25
lt-58.wise.com,10.35.59.28,Windows Server 2019,8,Seguridad,2024-11-19
email-06.moody.biz,192.168.99.186,Windows Server 2022,8,Seguridad,2026-02-12
srv-67.baker.com,192.168.134.243,Debian 11,32,Marketing,2025-12-18
lt-04.schaefer.com,10.149.23.116,CentOS 7,4,Marketing,2025-03-20
laptop-96.contreras.biz,10.82.210.27,Debian 11,16,Operaciones,2026-01-22
srv-91.richards-hall.net,10.194.227.85,Windows Server 2019,4,IT,2025-03-31
lt-68.miller-moses.com,192.168.240.243,Windows Server 2022,64,Seguridad,2025-08-01
db-30.hernandez.info,172.25.70.232,Ubuntu 22.04,4,Seguridad,2025-12-27
lt-23.barr.com,172.22.74.123,Windows Server 2019,4,IT,2023-10-30
desktop-50.gomez.info,172.28.177.13,Debian 11,4,Seguridad,2024-02-25
web-90.thompson.com,172.20.89.241,Debian 11,16,Marketing,2025-12-09
desktop-18.ray.com,172.17.149.234,Windows Server 2022,4,Operaciones,2023-08-22
db-71.brown-cooper.com,192.168.216.250,CentOS 7,8,IT,2026-04-12
db-91.sullivan.com,192.168.232.5,Windows Server 2019,16,IT,2023-06-30
laptop-14.peterson.com,10.133.228.91,Ubuntu 22.04,4,Seguridad,2025-11-26
db-26.perez.org,172.19.104.14,Ubuntu 22.04,4,IT,2026-03-05
srv-33.mejia.com,10.52.245.2,CentOS 7,2,IT,2023-12-16
lt-77.trujillo-hood.com,172.25.56.92,Debian 11,2,Seguridad,2025-02-05
web-44.james-warner.org,172.17.217.79,CentOS 7,32,IT,2023-10-06
db-26.brown.com,172.19.241.46,CentOS 7,4,Operaciones,2026-04-28
db-76.wright-morton.com,192.168.250.148,Ubuntu 22.04,16,Marketing,2025-03-18
laptop-61.conner-chen.com,10.90.93.194,Debian 11,4,RRHH,2024-06-22
laptop-87.thomas-taylor.com,10.167.193.173,Windows Server 2022,32,Marketing,2023-12-26
lt-54.johnson.org,172.30.43.135,Debian 11,64,RRHH,2025-04-06
desktop-93.flores-palmer.com,10.241.28.57,Windows Server 2019,2,Finanzas,2026-03-06
lt-05.ramirez-bautista.net,192.168.13.69,Ubuntu 22.04,32,Finanzas,2025-09-18
srv-65.wilson-greene.com,10.143.231.201,CentOS 7,4,IT,2026-04-06
lt-30.ford.com,172.31.58.61,CentOS 7,2,Operaciones,2025-08-22
web-79.young-white.biz,172.23.114.11,CentOS 7,64,Seguridad,2025-12-03
web-06.page.com,10.51.70.200,Ubuntu 22.04,64,IT,2024-10-09
web-54.dyer-scott.info,10.211.205.180,Ubuntu 22.04,16,RRHH,2025-09-14
desktop-24.jones-foster.com,192.168.49.205,Debian 11,16,Seguridad,2025-05-09
laptop-50.mccormick-hancock.net,10.117.231.95,CentOS 7,16,RRHH,2025-04-15
laptop-44.mccall.com,192.168.235.192,Debian 11,32,IT,2023-08-11
web-95.chapman.com,172.16.250.129,Debian 11,4,Seguridad,2025-10-13
desktop-92.ward.biz,10.30.173.195,Windows Server 2022,4,Operaciones,2025-10-10
web-37.reynolds.com,172.18.153.194,Windows Server 2022,8,IT,2026-04-04
desktop-04.moreno.info,10.88.157.163,Ubuntu 22.04,8,RRHH,2025-02-09
db-03.gray-hernandez.com,172.16.178.49,Debian 11,2,Operaciones,2026-04-07
srv-27.gonzalez.com,172.22.237.196,Windows Server 2022,64,IT,2025-04-23
desktop-74.powell.org,172.23.0.145,Debian 11,16,Operaciones,2024-11-13
laptop-43.garner-sullivan.com,172.22.26.35,Windows Server 2019,2,Finanzas,2023-08-23
laptop-94.thompson.info,10.51.210.238,Windows Server 2019,4,Operaciones,2026-02-16
desktop-02.bowman.com,10.6.190.74,Debian 11,2,Operaciones,2026-01-25
desktop-41.nelson-morales.com,10.139.11.114,CentOS 7,16,Seguridad,2023-11-16
srv-84.clark.com,192.168.112.46,Debian 11,32,Seguridad,2023-06-13
srv-31.pearson.biz,10.52.190.63,Debian 11,4,RRHH,2025-01-30
email-28.oconnor-meza.com,192.168.191.248,Debian 11,16,IT,2023-10-16
email-24.reese-cruz.com,172.21.85.95,CentOS 7,64,Marketing,2025-03-28
db-45.mills.biz,192.168.76.164,Windows Server 2019,8,Seguridad,2024-01-22
laptop-64.wagner.com,192.168.64.139,Debian 11,4,IT,2025-05-04
laptop-42.gonzales-larsen.com,10.169.99.221,Ubuntu 22.04,32,RRHH,2024-07-04
desktop-88.cline.net,172.25.71.119,Windows Server 2019,32,Operaciones,2025-10-11
desktop-64.velasquez-williams.com,192.168.215.242,Debian 11,32,Seguridad,2025-05-11
laptop-44.chase.info,10.181.157.240,Windows Server 2019,16,IT,2024-06-08
laptop-27.berry.com,192.168.216.76,Ubuntu 22.04,64,Marketing,2024-10-05
email-33.jones.com,192.168.29.171,Windows Server 2022,64,IT,2025-01-04
web-70.goodwin-james.net,10.8.182.12,Debian 11,16,RRHH,2024-01-04
lt-05.johnson.com,10.243.62.117,Windows Server 2022,32,IT,2023-11-17
web-57.johnson.biz,10.181.163.204,CentOS 7,64,IT,2024-08-21
db-08.simon.com,192.168.192.242,Windows Server 2019,8,Marketing,2025-08-29
email-85.ruiz.com,192.168.72.84,Debian 11,2,Operaciones,2025-04-10
srv-83.mahoney.com,192.168.14.139,Debian 11,4,Operaciones,2025-04-18
db-87.collier.com,172.17.15.213,Ubuntu 22.04,4,RRHH,2024-05-03
email-10.walsh.info,172.24.166.220,CentOS 7,64,Finanzas,2026-04-28
lt-92.obrien.info,192.168.120.230,Windows Server 2022,32,Finanzas,2026-01-18
laptop-97.gordon.com,172.18.96.149,Windows Server 2019,4,Finanzas,2025-11-28
web-42.acosta.net,10.181.172.151,Debian 11,16,Operaciones,2024-11-18
srv-88.baird.biz,192.168.38.154,Windows Server 2019,2,RRHH,2023-06-22
lt-67.watson-smith.com,172.25.136.210,Ubuntu 22.04,4,Operaciones,2024-01-18
db-98.myers-powell.org,172.21.192.173,CentOS 7,2,Marketing,2025-05-01
laptop-10.meyer-valdez.com,10.49.9.178,Debian 11,32,Seguridad,2024-02-13
email-79.moss.com,10.102.96.89,Windows Server 2019,32,Seguridad,2026-04-02
srv-66.weaver.com,192.168.184.153,Windows Server 2022,2,Finanzas,2023-06-18
laptop-29.bowman.com,10.71.137.60,Ubuntu 22.04,32,Operaciones,2024-01-14
db-04.serrano-garcia.biz,10.96.107.85,Debian 11,64,Operaciones,2023-08-10
lt-08.johns.com,192.168.223.157,Debian 11,64,Marketing,2026-04-26
desktop-72.henry.com,10.238.9.192,Debian 11,16,Seguridad,2023-12-30
lt-72.bryant-phillips.com,10.201.115.222,Windows Server 2022,4,IT,2024-07-01
lt-76.preston.com,192.168.93.219,Windows Server 2022,16,Marketing,2024-04-14
laptop-41.barnes.info,10.177.148.152,Ubuntu 22.04,2,Finanzas,2023-09-06
db-78.gregory.com,10.104.97.97,Ubuntu 22.04,2,Marketing,2023-09-28
